question,answer
원신 3840x2160 해상도에서 사용하기 좋은 견적을 원해요.,"최상옵 추천견적서	
인텔 : 코어i5-13400F + RX 6800 조합130만원 후반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
원신 이 게임을 플레이하려면 어떤 사양이 필요한가요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i5 또는 동급 CPU
- 램 : 8GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA® GeForce® GT 1030 및 더 높은 사양
"
원신 컴퓨터가 이 프로그램을 실행할 수 있을지 어떻게 알 수 있나요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i5 또는 동급 CPU
- 램 : 8GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA® GeForce® GT 1030 및 더 높은 사양
"
원신 게임을 실행하는 데 필요한 기본적인 하드웨어는 무엇인가요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i5 또는 동급 CPU
- 램 : 8GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA® GeForce® GT 1030 및 더 높은 사양
"
원신 이 프로그램을 가장 낮은 설정에서 실행하기 위해 필요한 것은?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i5 또는 동급 CPU
- 램 : 8GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA® GeForce® GT 1030 및 더 높은 사양
"
원신 이 소프트웨어를 실행시키기 위한 최저 사양은?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i5 또는 동급 CPU
- 램 : 8GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA® GeForce® GT 1030 및 더 높은 사양
"
원신 이 프로그램을 최적으로 사용하기 위한 사양은?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i7 또는 동급 CPU
- 램 : 16GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA GeForce GTX 1060 6GB 및 더 높은 사양
원신 컴퓨터 견적 추천 (2024년 04월)
"
원신 게임을 즐기기 위해 권장하는 하드웨어는 무엇인가요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i7 또는 동급 CPU
- 램 : 16GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA GeForce GTX 1060 6GB 및 더 높은 사양
원신 컴퓨터 견적 추천 (2024년 04월)
"
원신 이 게임을 풀옵션으로 즐기려면 어떤 사양이 필요한가요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i7 또는 동급 CPU
- 램 : 16GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA GeForce GTX 1060 6GB 및 더 높은 사양
원신 컴퓨터 견적 추천 (2024년 04월)
"
원신 프로그램 사용에 최적화된 컴퓨터 구성은 무엇인가요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i7 또는 동급 CPU
- 램 : 16GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA GeForce GTX 1060 6GB 및 더 높은 사양
원신 컴퓨터 견적 추천 (2024년 04월)
"
원신 이 게임의 권장 하드웨어 구성은 무엇인가요?,"- OS : Windows 7 SP1 64-bit , Windows 8.1 64-bit , Windows 10 64-bit
- CPU : Intel Core i7 또는 동급 CPU
- 램 : 16GB RAM
- 하드 : 30 GB
- 그래픽 : NVIDIA GeForce GTX 1060 6GB 및 더 높은 사양
원신 컴퓨터 견적 추천 (2024년 04월)
"
원신 게임을 FHD 해상도에서 실행하기 위한 추천 PC는?,"최상옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
원신 FHD에서 최고의 성능을 내는 PC 구성은 어떻게 되나요?,"최상옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
원신 QHD 해상도에서 이 게임을 완벽하게 실행하려면?,"최상옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
원신 4K에서 이 프로그램을 부드럽게 실행하기 위해 추천하는 견적은?,"최상옵 추천견적서	
인텔 : 코어i5-13400F + RX 6800 조합130만원 후반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
원신 최상의 그래픽으로 게임을 즐기기 위한 4K 견적서를 알려주세요.,"최상옵 추천견적서	
인텔 : 코어i5-13400F + RX 6800 조합130만원 후반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
디아블로4 최소사양은 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 이 프로그램을 실행하기 위한 최소 요구 사항은?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 최소한으로 필요한 사양을 알려주세요.,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 권장사양은 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 이 프로그램의 최적 사양은 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 권장하는 시스템 사양이 궁금합니다.,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 FHD 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 FHD 해상도에서 사용할 수 있는 컴퓨터 견적이 궁금해요.,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 1920x1080 해상도에 최적화된 견적을 알려주세요.,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 QHD 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
상옵 추천견적서	
인텔 : 코어i5-13500 + RX 7800 XT 조합190만원 중반
AMD : 라이젠5 5600 + RTX 3070 조합110만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 QHD 해상도에 적합한 PC 구성을 알고 싶습니다.,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
상옵 추천견적서	
인텔 : 코어i5-13500 + RX 7800 XT 조합190만원 중반
AMD : 라이젠5 5600 + RTX 3070 조합110만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 2560x1440 해상도용 추천 견적이 무엇인가요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
상옵 추천견적서	
인텔 : 코어i5-13500 + RX 7800 XT 조합190만원 중반
AMD : 라이젠5 5600 + RTX 3070 조합110만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 4K 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
중옵 추천견적서	
인텔 : 코어i5-13500 + RX 7800 XT 조합190만원 중반
AMD : 라이젠5 5600 + RTX 3070 조합110만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 SUPER 조합140만원 중반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
디아블로4 4K 해상도를 위한 최적의 컴퓨터 견적을 알려주세요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
중옵 추천견적서	
인텔 : 코어i5-13500 + RX 7800 XT 조합190만원 중반
AMD : 라이젠5 5600 + RTX 3070 조합110만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 SUPER 조합140만원 중반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
디아블로4 3840x2160 해상도에서 사용하기 좋은 견적을 원해요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
중옵 추천견적서	
인텔 : 코어i5-13500 + RX 7800 XT 조합190만원 중반
AMD : 라이젠5 5600 + RTX 3070 조합110만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 SUPER 조합140만원 중반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
디아블로4 이 게임을 플레이하려면 어떤 사양이 필요한가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 컴퓨터가 이 프로그램을 실행할 수 있을지 어떻게 알 수 있나요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 게임을 실행하는 데 필요한 기본적인 하드웨어는 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 이 프로그램을 가장 낮은 설정에서 실행하기 위해 필요한 것은?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 이 소프트웨어를 실행시키기 위한 최저 사양은?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-2500K 또는 AMD™ FX-8350
- 램 : 8GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 660 또는 AMD Radeon™ R9 280 - DirectX® 12 호환 시스템
"
디아블로4 이 프로그램을 최적으로 사용하기 위한 사양은?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 게임을 즐기기 위해 권장하는 하드웨어는 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 이 게임을 풀옵션으로 즐기려면 어떤 사양이 필요한가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 프로그램 사용에 최적화된 컴퓨터 구성은 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 이 게임의 권장 하드웨어 구성은 무엇인가요?,"- OS : 64비트 Windows® 10 버전 1909 이상
- CPU : Intel® Core™ i5-4670K 또는 AMD Ryzen™ 1300X
- 램 : 16GB RAM
- 하드 : 여유 공간이 90GB 이상 있는 SDD
- 그래픽 : NVIDIA® GeForce® GTX 970 또는 AMD Radeon™ RX 470 - DirectX® 12 호환 시스템
디아블로4 컴퓨터 견적 추천 (2024년 04월)
"
디아블로4 게임을 FHD 해상도에서 실행하기 위한 추천 PC는?,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
디아블로4 FHD에서 최고의 성능을 내는 PC 구성은 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + GTX 1660 SUPER 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 조합100만원 중반
AMD : 라이젠5 5600 + RTX 4060 조합80만원 후반
풀옵(DLSS/FSR) 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
